	X000_CYSTINE	X101_OU	X101_PU	X101_S_L	X101_S_R	X102_EC	X102_OU	X102_PU	X102_S	X103_EC_1	X103_EC_2	X103_OU	X103_PU	X103_S	X104_EC	X104_OU	X104_PU	X104_S	X105_EC	X105_S	X105_OU	X105_PU	X106_EC	X106_OU	X106_PU	X106_S	X107_EC	X107_OU	X107_PU1	X107_PU2	X107_S	X108_PU	X109_PU	X110_EC	X110_PU	X110_S	X111_OU	X111_PU	X111_S	X112_EC	X112_OU	X112_PU	X112_S	X113_PU	X114_EC	X114_OU	X114_PU	X114_S	X115_OU	X115_PU	X116_EC	X116_OU	X116_PU	X116_S	X117_PU	X118_PU	X119_EC	X119_OU	X119_PU	X119_S	X120_OU	X120_PU	X121_OU	X121_PU	X122_EC	X122_OU	X122_PU	X122_S_1	X122_S_2	X122_S_3	X123_OU	X123_PU	X124_OU	X124_PU	X125_EC	X125_OU	X125_PU	X125_S	X126_EC	X126_OU	X126_PU	X126_S	X127_EC	X127_OU	X127_PU	X127_S	X128_OU	X128_PU	X129_PU	X130_EC	X130_OU	X130_PU	X130_S	X131_PU	X132_OU	X132_PU	X133_OU	X133_PU	X134_EC	X134_OU	X134_PU	X134_S	X135_OU	X135_PU	X136_EC	X136_OU	X136_PU	X136_S	X137_EC	X137_OU	X137_PU	X137_S	X138_PU	X139_PU	X140_OU	X140_PU	X141_OU	X141_PU	X142_OU	X142_PU	X143_OU	X143_PU	X144_EC	X144_OU	X144_PU	X144_S	X145_OU	X145_PU	X146_OU	X146_PU	X147_EC	X147_OU	X147_PU	X147_S	X148_OU	X148_PU	X149_EC	X149_OU	X149_PU	X149_S	X150_PU	X151_OU	X151_PU	X152_EC	X152_OU	X152_PU	X152_S	X153_EC	X153_OU	X153_PU	X153_S	X154_OU	X154_PU	X155_OU	X155_PU	X156_EC	X156_OU	X156_PU	X156_S_2	X156_S	X157_PU	X158_OU	X158_PU	X158_S	X159_PU	X160_OU	X160_PU	X160_S	X161_OU	X161_PU	X162_EC	X162_OU	X162_PU	X162_S	X163_OU	X163_PU	X164_PU	X165_OU	X165_PU	X166_OU	X166_PU	X167_EC	X167_OU	X167_PU	X167_S	X168_OU	X168_PU	X169_OU	X169_PU	X170_OU	X170_PU	X171_EC	X171_OU	X171_PU	X171_S_1	X171_S_2	X172_EC	X172_OU	X172_PU	X172_S	X173_PU	X174_OU	X174_PU	X175_EC	X175_OU	X175_PU	X175_S	X176_OU	X176_PU	X177_EC	X177_OU	X177_PU	X177_S_1	X177_S_2	X178_EC	X178_OU	X178_PU	X178_S_1	X178_S_2	X179_OU	X179_PU	X180_PU	X181_PU	X182_EC	X182_PU	X182_S	X183_EC	X183_OU	X183_PU	X183_S	X184_EC	X184_OU	X184_PU	X184_S	X450_PU	X451_PU	X452_PU	X453_PU	X454_PU	X455_PU	X456_PU	X457_PU	X458_PU	X459_PU	X460_PU	X461_PU	X462_PU	X463_PU	X464_PU	X465_PU	X466_PU	X467_PU	X468_PU	X469_PU	X470_PU	X471_PU	X472_PU	X473_PU	X474_PU	X475_PU	X476_PU	X477_PU	X478_PU	X479_PU	DNAB1	DNAB2	DNAB3	PCRB1	PCRB2	PCRB3	SPIKE1_1	SPIKE1_2	SPIKE1_3	SPIKE2_1	SPIKE2_2	SPIKE2_3	SS_28_U	SS_35_A	SS_35_B	SS_35_U	SS_36_A	SS_36_B	SS_36_U	tax.vector
SV_10	0	0	2597	10	1959	6	12	832	0	84	0	14	266	87	0	9	309	58	0	51	0	1012	620	0	24	47	0	0	6974	53	0	547	33	0	7687	0	0	17	10	12	57	145	7	22	0	0	2817	0	78	33	0	48	236	0	534	144	6	0	833	65	0	6	0	397	0	0	15	0	2245	72	0	0	0	50	0	0	41	102	89	23	6554	741	0	7	2272	0	29	863	75	13	0	63	324	1483	19	98	0	0	0	0	24	0	0	673	0	7	1159	19	6	12	7047	182	10537	48330	0	10507	0	144	76	627	0	367	0	0	437	3	90	303	0	9	0	7	5583	13	0	120	0	0	230	9	143	0	9	66	22	70	4	10	0	178	0	12	6	400	15002	0	0	122	0	26	775	11	15	48	542	4	258	250	0	172	75	28	12	13	0	151	96	3	9954	0	278	0	0	245	200	0	28	9	15	8	228	44	0	74	0	5	0	0	42	33	279	0	39	0	0	127	75	76	121	0	62	955	0	0	21	44	98	0	0	14	98	119	0	24	833	0	13	0	129	4	0	0	25	65	91	110	0	321	48513	111	0	0	767	3540	64	0	2146	298	125	18	0	85	8	3372	51	416	518	11	78	49	469	20	3848	125	0	0	134	280	9	250	39	0	0	601	0	258	55	224	207	14311	352	75	61	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
SV_11	0	0	0	0	0	0	0	0	0	0	0	0	2721	0	144	0	938	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	249	0	0	0	0	0	0	0	0	24	0	194	3770	0	0	0	0	0	0	134	0	1347	0	0	219	0	0	0	0	164	0	0	92	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	127738	100	0	0	485	0	0	341	536	0	65	0	0	0	0	0	0	0	0	0	0	0	0	26	1166	0	5193	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	142	0	0	1796	0	1460	0	0	0	0	0	0	0	0	676	0	0	97	0	0	0	0	161	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	184	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905	0	0	87	0	0	2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	522	0	0	0	0	459	0	0	0	0	0	96	0	28	0	196	102	0	0	0	0	0	0	0	0	0	0	177	0	0	1585	0	0	0	0	0	0	0	3409	0	0	0	0	90	0	0	0	0	0	295	0	0	0	0	142	0	0	0	85	0	0	0	824	0	0	718	Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella
SV_12	0	0	121	0	0	58	0	0	0	0	60	0	18	0	0	0	689	35	0	0	0	59	0	0	48	0	0	37	171	294	38	16	69	55	2054	62	0	0	0	0	0	33	0	0	0	0	48	0	0	0	0	35	496	0	115	131	0	0	18	0	0	10	95	148	0	0	0	147	98	0	109	151	0	73	42	0	279	0	0	0	15	0	0	21	0	0	0	21	0	0	0	278	0	67	0	310	22	54	0	21	4016	0	0	0	0	0	34	0	0	0	30	530	0	0	0	213	0	0	0	269	60	0	0	19	0	35	0	78	0	0	0	12	149	0	0	0	0	0	18	0	338	240	0	76	0	42	0	0	0	31	0	27	0	0	35	0	12	223	0	0	14837	24	186	0	48	0	0	0	0	25	0	0	0	0	0	45	7	0	12	80	0	0	24	90	0	63	214	16	0	0	88	0	500	33	0	0	0	0	125	0	21	0	81	4	0	239	26	63	0	0	0	49	16	9	0	0	26	0	0	48	77	32	289	12	272	0	13	18	951	0	47	14741	2130	0	0	65	0	0	0	0	0	0	0	0	0	0	232	0	0	28	0	0	0	0	15	0	0	11	0	93	0	258	0	0	0	0	0	0	0	0	0	159	41	17	83	52	82795	674	201	30	59	996	1381	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_13	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	11	0	0	0	7	0	0	0	96	217	0	0	102	44	0	42	182	0	14	0	0	12	0	0	0	26	0	0	0	0	119	0	0	0	0	0	0	8	5	214	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	95867	0	0	59	8	0	37	0	40	27	0	9	0	0	0	0	0	0	0	0	0	0	56	135	0	17	95	0	0	0	31	0	8	25	0	0	0	63	0	4851	0	15	0	0	59	0	0	56	0	8	0	0	28	0	0	0	47	0	0	0	0	0	0	0	0	43	0	86	0	0	0	0	0	0	143	0	0	0	0	0	107	0	0	0	0	27	10	197	0	11	0	0	24	0	0	0	130	0	61	0	27582	0	29	254	84	0	22	0	3	0	0	0	0	0	26	0	0	0	0	0	18	0	110	0	0	0	0	0	51	0	0	37	0	0	0	0	64	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	928	77	0	0	0	0	363	9	32	0	0	75	84	0	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Sneathia
SV_14	0	0	2085	0	862	0	0	609	0	41	22	0	335	0	0	0	1154	0	0	0	0	3668	141	0	0	0	14	0	0	50	0	0	0	17	57	12	0	0	0	0	0	49	0	0	0	4	6009	0	0	0	0	0	0	49	257	136	0	0	793	0	53	0	0	320	0	0	0	13	210	0	0	0	10	0	0	0	0	93	94	0	549	361	0	0	859	0	0	723	0	0	0	0	49	1416	0	0	0	47	0	0	32	6	0	603	0	0	652	0	0	0	150	92	67	26570	59	231	30	76	0	171	0	67	0	0	257	0	0	56	0	0	0	0	98	0	0	69	0	0	191	0	98	0	0	0	0	0	0	0	0	26813	0	0	0	503	17376	30	0	3677	0	0	113	0	0	0	52	0	45	80	0	61	109	39	0	0	37	63	58	0	0	0	48	0	0	0	43	0	0	0	0	0	0	0	0	40	0	0	0	41	0	0	87	0	0	0	0	0	0	55	0	26	22	552	0	0	0	28	50	26	0	0	19	38	26	0	0	0	0	0	28	0	21	0	0	120	0	0	0	72	26185	256	11	0	434	412	42	0	854	69	37	0	8	0	0	41	0	0	125	0	0	0	496	0	0	0	0	11	53	105	0	70	0	0	0	84	0	341	33	101	38	157	106	65	75	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
SV_15	21	0	0	39	152	0	0	424	0	68	153	12	508	178	11	0	47	42	0	12	0	222	556	4	34	170	15	0	0	2217	30	17	63	25	12	0	0	0	57	0	14	34	0	0	0	16	1908	0	20	0	16	0	0	93	27	229	0	0	16	142	104	28	0	272	27	18	17	126	1598	30	0	0	13	48	0	0	93	855	0	155	9443	44534	0	28	22	45	5	29	32	70	0	4	81	6713	14	0	0	32	0	0	28	213	7	40	0	0	59	12	0	17	7930	308	10	16	3	0	0	125	0	402	0	14	0	0	84	36	0	49	0	17	0	0	89	46	0	22	8	0	92	0	86	15	0	0	0	22	96	16	0	38	67	0	20	0	654	0	0	39	0	12	3271	11	7	0	33	0	27	343	0	11	0	50	10	31	0	22	135	0	32	0	91	0	0	38	163	66	23	0	10	0	0	0	0	199	0	0	0	11	0	239	21	6	72	0	0	0	141	228	42	40	0	48	0	79	50	0	36	113	60	21	0	71	0	8	0	0	0	0	38	11	5	0	299	92	63	83	17	31	126	13090	0	0	116	5258	144	0	150	461	615	130	6	0	21	96	111	168	42	0	19160	81	215	20	26	43	77	0	8	50	0	74	78	0	0	329	0	71	9	58	53	140	228	107	61	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium
SV_16	116	0	0	0	170	0	0	0	0	0	0	0	0	263	0	0	0	171	0	33	0	0	176	0	94	662	45	0	0	699	0	0	168	84	14	0	0	17	26	0	0	39	0	0	0	0	484	0	0	0	0	0	0	0	0	241	0	0	0	188	0	52	0	0	67	35	0	0	8889	156	0	0	40	166	0	0	289	240	0	0	27947	156	0	60	0	0	19	0	0	0	0	0	88	0	0	6	0	0	0	0	5	67	18	0	0	0	122	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	214	187	0	84	0	18	0	0	82	0	0	0	21	0	179	0	72	23	0	0	0	0	368	44	0	0	0	0	0	0	110	17	0	164	0	25	250	16	0	0	0	0	0	489	0	8	0	0	0	0	21	0	206	0	87	0	0	0	0	128	195	90	41	0	0	0	0	0	0	294	0	41	0	0	0	462	15	0	130	0	2	0	208	182	0	0	0	51	0	0	0	0	0	37	224	0	0	150	0	6	0	0	8	0	51	36	0	0	0	479	76	274	41	15	87	47455	0	0	40	27883	711	0	432	296	657	13	35	0	0	53	138	0	225	6	0	47	291	81	76	0	0	0	0	131	4	250	330	0	0	1622	0	235	0	0	6	0	128	200	0	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Megasphaera
SV_17	255	392	0	0	0	0	0	622	0	0	0	0	0	269	0	0	0	89	0	50	18	12	0	125	569	155	0	0	0	0	0	52284	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	185	0	0	0	0	660	0	0	486	0	0	0	0	0	0	46	38	0	0	627	0	133	698	0	0	23	0	0	693	0	0	0	0	0	319	0	0	0	0	0	0	116	0	47	171	0	0	0	1570	0	0	0	244	0	0	96	1762	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	983	835	44998	0	0	0	0	0	0	0	0	22	464	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	328	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	764	773	96	0	0	18	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	870	221	0	605	0	0	0	50	0	0	0	0	95	0	93	0	0	0	0	0	0	0	362	0	137	0	0	0	0	0	70	0	0	0	0	40	0	184	632	0	0	0	573	0	0	166	0	0	0	0	0	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella
SV_18	0	0	0	16	0	23	0	40	0	19	30	0	219	0	0	0	81	29	51	0	0	195	0	0	22	18	0	221	44	48	40	0	56	32	680	0	0	0	400	0	0	63	0	28	49	0	56	0	0	0	0	23	141	19	96	1941	0	0	96	44	0	12	6	42	0	263	58961	40	112	0	68	717	0	34	15	0	29	85	0	0	33	45	0	17	303	14	0	215	48	0	0	22	0	649	0	28	26	270	0	91	229	23	0	18	0	8	27	0	0	0	0	40	0	0	0	19	0	36	0	28	19	0	0	15	0	12	0	63	0	627	53	12	137	0	86	60	0	0	150	0	1147	173	0	28	15	0	29	0	5	251	30	25	38	0	76	0	0	17	0	0	14544	36	58	0	3859	0	0	10	0	15	0	0	0	0	0	194	79	20	16	40	23	0	1930	620	19	46	165	6	568	0	0	0	133	213	0	8	0	0	0	95	0	0	136	0	55	847	0	0	0	0	0	67	10	0	0	0	168	0	91	40	0	46	367	15	11	0	17	0	250	0	44	5826	88	44	0	15	944	0	8	27	0	0	8	0	17	0	321	27	0	100	0	0	118	0	0	45	0	15	3574	83	877	4654	45	16	26	0	39	18	0	0	50	104	0	0	49	64	2898	40	16	187	55	178	420	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_19	34	31	0	0	0	0	0	46	0	0	0	0	16	102	0	14	51	294	0	30	72	1192	0	68	0	60	0	0	0	49	0	48	216	0	9464	0	0	25	0	0	0	40	0	0	9	0	29	20	0	13	0	0	0	0	85	4635	0	0	18	0	0	0	0	0	0	0	56	0	353	45	0	0	0	0	0	0	0	91	0	0	0	0	0	0	43	0	0	23	45	0	0	211	0	156	0	105	0	332	0	0	20	0	0	45	0	0	0	0	14	0	62	0	28	37	0	0	0	174	0	0	0	30	0	0	79	51	0	147	0	60	0	0	774	14	0	13	0	18	0	0	1070	177	0	0	0	54	545	0	22	23	0	0	0	0	0	0	0	0	0	0	9451	75	0	0	58	0	41	0	0	0	0	0	12	0	0	22	13	0	0	39	62	0	15	0	0	0	0	0	58	0	0	0	0	34	0	0	3	0	0	450	131	0	40	0	0	0	0	18	14385	0	0	38	0	0	0	0	26	0	151	0	0	0	39	56	0	0	57	0	597	0	0	0	0	146	0	65	207	0	0	136	0	0	0	0	123	0	49936	51	0	141	0	0	0	0	0	13	89	68	0	0	0	129	122	0	43	0	0	132	17	0	98	26	0	64	78	23	56	145	0	46	45	117	124	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_20	0	0	0	0	8	0	0	33	0	0	15	0	317	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	28	7	276	0	0	0	0	0	0	11	0	165	0	0	35	0	0	0	0	0	0	0	0	43	0	7	221	485	0	11	0	84	0	0	70	11	12	0	186	16	0	15	0	60	0	61	0	0	0	29	0	0	26	0	0	165	469	0	0	0	0	508	0	0	0	399	0	0	370	0	0	10	0	0	14	0	0	0	0	0	0	390	0	24	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0	0	23	0	0	120	0	55	1451	0	314	0	0	0	0	0	0	0	0	647	105	0	127	47	3554	0	0	16	0	0	66	0	587	0	75108	0	0	0	0	0	0	0	119	0	0	168	150	101	63	0	0	0	0	0	0	0	11	0	0	0	0	0	0	148	0	0	0	0	5	0	0	0	541	0	0	0	10	0	0	0	0	19	0	0	6	0	342	0	900	0	0	27	194	0	43	0	0	0	0	0	0	0	199	0	10	7	0	0	0	0	0	0	0	21	24	0	38	7	0	0	0	57	0	382	0	0	36	81	104	0	0	31	0	0	0	0	48	0	0	0	0	0	0	0	0	25	0	0	0	356	35	45	724	Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus
SV_21	0	0	549	0	326	0	0	57	0	93	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	9	0	0	50	0	21	0	0	1618	0	0	0	0	0	59	0	0	0	0	4	7886	0	0	21	0	43	30	0	0	102	0	0	498	0	0	279	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	200	0	0	0	23	0	0	0	0	10	0	4	0	6	0	0	0	0	0	167	0	0	553	0	0	0	2378	0	41	61477	0	20	0	53	0	11	0	35	0	0	389	0	14	39	0	0	0	0	5721	0	0	0	0	0	78	0	99	0	0	0	0	38	0	0	0	0	0	0	5	0	0	8	0	31	0	0	96	4	0	0	0	0	16	0	0	7	65	0	19	0	4	0	10	0	0	0	29	0	0	0	0	0	0	0	6	0	0	39	0	28	0	0	0	0	42	0	101	0	7	0	0	0	0	0	24	0	0	24	0	0	0	42	0	13	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	14	56	0	0	0	0	0	0	248	405	0	0	223	0	0	8	7	18	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	4	0	66	0	0	0	68	0	10	0	107	0	5097	90	6	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_6
SV_22	0	0	0	0	16	10	0	0	0	11	0	2543	133	7	12	183	135	19	15	0	33	0	0	360	239	8	91	59	52	63	0	11	184	13	200	0	473	496	0	0	7796	1160	5	6036	0	871	237	0	1198	32	0	180	67	0	125	14	0	5347	658	157	80	186	61	13	10	138	434	0	8	8	19	0	74	51	0	2592	86	1552	0	508	74	7	0	0	0	0	35	175	0	0	89	0	66	44	84	76	283	478	8	219	31	0	2008	550	0	243	186	0	0	1368	62	0	0	70	124	0	1532	124	296	132	48	90	0	177	221	0	2868	155	186	215	0	0	0	5	52	61	0	633	1737	0	148	63	102	0	487	0	11	0	24	789	0	0	162	250	29	15	287	43	0	32	0	3922	324	0	170	0	0	0	1166	19	15	6	0	0	7809	1862	128	7198	497	556	158	21	0	6	0	24	272	867	38	212	6	0	0	35	0	57	0	0	0	0	0	0	0	0	214	48	188	1310	88	0	1283	427	0	0	0	2635	19	12	0	208	59	45	54	0	126	0	31	180	433	0	6	73	93	0	84	39	311	74	24	33	0	66	57	22	0	108	0	18	66	66	49	372	33	59	0	6	119	42	50	0	38	99	202	4	0	12	16	7	24	5	0	3	0	0	0	0	162	47	27	1125	127	370	1050	Eukaryota:NA:NA:NA:NA:NA
SV_23	0	89	135	0	60	0	0	0	0	0	0	0	0	393	0	0	736	0	0	0	0	0	0	106	0	0	0	0	100	0	0	0	825	0	0	0	0	0	0	0	9	0	0	0	0	0	0	54	0	0	0	0	100	0	0	0	0	0	50	0	0	0	0	120	0	0	204	0	0	0	0	120	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	25	63255	0	0	0	225	0	2476	0	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	261	0	0	0	138	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2167	0	49	0	0	0	0	0	0	0	0	171	0	0	218	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	196	0	400	0	161	0	0	0	0	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_24	25	0	0	0	0	0	0	0	0	0	0	2814	105	0	0	116	158	0	0	0	29	49	0	116	105	0	0	0	36	50	9	0	54	0	131	0	420	438	0	21	6610	988	0	5242	6	911	135	0	1271	0	0	156	59	6	115	0	41	4486	607	136	61	200	70	0	0	85	290	6	0	0	32	37	59	50	0	2023	53	1421	3	336	45	0	20	0	0	0	37	210	0	0	36	0	46	48	97	54	252	191	0	174	24	0	1263	602	0	227	187	0	0	867	69	14	0	58	101	19	1765	133	384	137	42	47	0	126	123	0	2427	68	201	137	0	0	0	0	0	0	0	519	1126	0	111	0	99	9	300	0	0	26	0	816	14	0	147	231	0	0	123	0	0	0	0	2542	251	18	141	0	6	0	959	0	0	0	20	3	4816	1564	69	5994	328	420	168	0	0	0	0	0	231	522	0	189	0	10	22	26	0	0	0	0	0	0	6	17	22	0	149	36	184	1877	0	25	1621	537	0	0	0	2291	0	0	25	178	37	0	0	11	141	0	0	145	302	18	0	57	35	30	76	41	202	47	40	0	0	61	44	0	0	124	54	0	41	58	23	318	0	0	8	0	89	0	0	0	46	90	176	0	0	0	0	0	0	0	4	0	0	0	0	17	195	0	0	1184	149	490	1330	Eukaryota:NA:NA:NA:NA:NA
SV_25	0	0	1627	7	59	32	0	48	0	11	0	0	26	28	0	0	83	16	0	22	0	875	54	0	0	9	40	0	325	4	0	58	12	57	1180	0	0	0	7	0	30	52	3	0	0	0	2974	0	109	48	0	32	707	9	444	85	21	0	98	14	0	79	3	42	0	0	139	0	338	8	0	0	0	27	0	0	32	8	0	0	367	20	0	0	7	0	0	19	14	0	2	54	13	750	8	36	6	140	0	0	68	0	0	669	0	0	52	0	0	6	2490	27	2170	2902	13	200	43	30	0	191	8	13	0	0	94	0	0	9	0	0	0	0	12	0	0	24	0	0	249	7	33	0	10	0	2	22	6	0	0	12505	0	3	54	10	0	25	0	16962	0	0	136	0	43	0	55	2	55	14	0	12	15	3	31	0	18	165	28	20	1256	0	18	0	0	385	22	0	7	0	4	4	62	6	3	24	0	0	0	6	17	23	13	7	18	4	0	169	34	5	40	0	0	5	0	0	0	23	33	25	6	29	28	23	16	0	2008	0	0	0	122	0	45	0	21	84	107	32	0	11	304	25	8	6	0	1119	122	0	40	328	16	0	17	88	11	6948	13	43	2890	0	0	21	85	63	952	0	0	8	20	0	0	13	13	0	16	79	0	88	61	48	100	3512	42	21	36	Bacteria:Epsilonbacteraeota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter
SV_26	0	0	650	0	444	0	0	149	0	86	0	0	0	0	0	0	78	0	0	18	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	59	0	0	24	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	324	0	0	0	347	0	1725	63719	0	0	0	95	9	92	0	98	0	0	159	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	17	70	0	17	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	12	0	0	41	0	0	0	0	0	0	37	0	80	0	0	0	0	0	0	40	65	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	17	0	0	98	0	0	0	0	0	0	0	92	0	0	0	0	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
SV_27	0	14	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	1020	63085	2172	0	83	0	0	0	183	0	0	0	113	0	0	82	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	292	360	370	533	0	0	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Veillonella
SV_28	0	0	873	0	59	0	62	155	0	0	0	139	26	16	239	72	225	0	24	0	8	0	21	0	0	21	52	0	143	15	0	28	256	39	27	17	0	54	0	24	0	70	0	0	0	0	107	0	0	41	0	0	5691	0	169	17	0	95	23	0	0	65	0	306	0	106	0	0	31	0	0	0	11	371	0	156	43	0	0	0	25	0	0	0	25	0	14	20	50	19	0	78	0	36	22	98	0	16	79	0	17	0	78	84	0	198	1506	0	0	0	40	26	6	82	0	0	0	72	0	118	0	29	0	83	243	7	0	219	165	0	0	0	74	0	0	164	0	0	136	0	44	0	3720	0	0	47	11	0	163	25	0	0	15	203	10	24	0	287	0	62	27	0	64	0	51	9	24	28	0	0	0	0	148	0	32696	173	1857	0	12	0	8339	59	16	70	144	0	51	0	0	76	34	0	0	89	13	0	0	0	369	0	26	0	35	0	0	0	17	410	55	125	78	0	15	0	0	140	47	60	0	0	0	33	30	0	95	0	194	0	172	0	0	0	0	22	10	170	0	0	103	0	0	0	0	412	157	0	767	34	0	298	199	242	22	10	11	0	15	0	0	81	2073	26	0	0	0	0	0	0	0	37	37	0	42	0	0	32	175	119	45	39	18	32	31	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus
